schoolnr,pupilnr,iq_verb,iq_perf,sex,minority,repeatgr,aritpret,classnr,aritpost,langpret,langpost,ses,denomina,schoolse,satiprin,natitest,meetings,currmeet,mixedgra,percmino,aritdiff,homework,classsiz,groupsiz
142,1427024,12.5,15,1,0,0,18,14280,27,39,45,10,2,16,3.42857,1,1.8,1.66667,0,0,16,2.33333,25,25
142,1427025,11,9,0,0,0,13,14280,29,34,52,50,2,16,3.42857,1,1.8,1.66667,0,0,16,2.33333,25,25
147,1477001,13,13.33333,0,0,0,19,14780,30,42,55,30,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477002,11.5,7.66667,1,0,0,6,14780,14,31,37,25,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477003,13.5,12.33333,0,0,0,15,14780,30,34,46,23,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477004,12,13.66667,0,0,0,18,14780,26,31,51,33,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477005,10,11,1,0,0,8,14780,24,28,46,17,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477006,13.5,12.33333,1,0,0,9,14780,16,39,51,20,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477007,13.5,10,0,0,0,17,14780,30,35,54,25,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477008,12,15,0,0,0,19,14780,30,35,51,37,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477009,12.5,10.33333,0,0,0,18,14780,28,34,53,25,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477010,13,7,0,0,0,10,14780,27,39,46,20,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477011,14,14.33333,1,0,0,14,14780,27,39,55,20,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477012,12.5,9.33333,0,0,0,10,14780,26,31,51,25,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477013,12.5,13.33333,1,0,0,17,14780,29,38,54,25,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477014,15,10.33333,0,0,0,17,14780,29,37,55,18,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477015,13.5,11,0,0,1,13,14780,27,35,37,20,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477016,13,10,1,0,0,10,14780,23,36,51,23,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477017,12,11.66667,1,0,0,13,14780,28,40,53,20,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477018,15,13,0,0,0,15,14780,27,36,51,23,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477019,12.5,13,0,0,0,18,14780,27,27,43,23,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477020,12,14.33333,0,0,0,19,14780,30,36,48,20,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477021,11.5,6.66667,0,0,0,11,14780,25,29,47,25,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
147,1477022,10.5,9,0,0,0,13,14780,29,33,46,20,2,19,3.71429,1,2.1,2.16667,0,0,13,2.66667,22,22
148,1487001,12.5,14,1,0,0,14,14880,26,42,51,25,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487002,13,12,0,0,0,19,14880,28,38,47,23,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487003,11,12.33333,1,0,1,12,14880,23,37,46,43,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487004,11,9.66667,1,0,0,15,14880,25,28,45,20,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487005,11.5,13.66667,0,0,0,11,14880,21,34,38,10,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487006,13,13,1,0,0,16,14880,18,35,41,20,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487007,12,13.33333,1,0,0,12,14880,25,31,43,23,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487008,13.5,14.66667,0,0,0,17,14880,28,40,44,25,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487009,12.5,12,1,0,0,10,14880,18,32,42,23,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487010,17,15.33333,0,0,0,17,14880,24,39,51,28,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487011,11.5,10,1,0,0,10,14880,27,31,40,23,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487012,17,15.66667,1,0,0,18,14880,30,44,54,20,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487013,11.5,11.33333,0,0,0,14,14880,21,34,50,28,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487015,14,16,1,0,0,15,14880,28,41,55,48,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487016,13.5,11.33333,1,0,0,17,14880,26,36,47,35,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487019,12.5,12.33333,1,0,0,15,14880,21,33,44,28,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487020,13,9,0,0,0,12,14880,26,38,42,38,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487021,16.5,15,1,0,0,17,14880,29,43,56,48,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487022,12,13.66667,0,0,1,15,14880,15,36,33,28,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487023,13,13.66667,0,0,1,15,14880,26,40,46,20,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487024,12.5,13,0,0,0,18,14880,22,37,48,15,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487025,12.5,12.33333,1,0,0,12,14880,21,39,32,50,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487026,15,12.66667,1,0,0,14,14880,26,35,43,33,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487027,11.5,14.33333,1,0,0,15,14880,23,45,45,30,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487028,14.5,12,1,0,0,9,14880,27,35,45,50,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487029,13.5,14.33333,0,0,0,17,14880,24,44,53,33,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487030,14.5,12.33333,1,0,0,16,14880,26,41,50,35,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487031,12,14,1,0,0,11,14880,25,42,48,33,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
148,1487032,13,12.33333,1,0,0,10,14880,20,31,37,23,2,28,3.71429,0,1.8,1.66667,0,0,11,2.66667,32,32
149,1497001,15,10,1,0,0,16,14980,28,42,51,45,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497002,11,13.33333,0,0,0,12,14980,24,29,40,35,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497003,12,11.33333,0,0,0,7,14980,19,39,44,33,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497004,11.5,11,0,0,0,11,14980,19,23,38,43,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497005,9,7.33333,1,0,0,9,14980,18,33,35,33,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497006,9.5,12.33333,0,0,1,5,14980,9,26,23,37,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497007,11.5,8.33333,0,0,0,11,14980,22,32,46,33,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497008,10.5,8,0,0,0,7,14980,15,25,38,43,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497009,9.5,9,1,0,0,9,14980,17,35,52,47,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497010,12,11,0,0,1,10,14980,22,37,45,40,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497011,9,11.66667,1,0,0,13,14980,15,31,34,20,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497012,13.5,14.33333,1,0,0,14,14980,26,42,46,45,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497013,12,9.33333,0,0,1,8,14980,25,30,41,23,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497014,12.5,12.33333,1,0,0,12,14980,23,29,40,33,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497015,15,11.66667,1,0,0,16,14980,30,41,51,43,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497016,11.5,10.33333,0,0,0,11,14980,19,37,31,20,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497017,12,14,0,0,0,16,14980,29,38,47,30,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497018,14,12.66667,0,0,0,14,14980,23,39,44,47,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497019,13.5,13.66667,0,0,0,17,14980,25,35,47,40,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497020,13.5,15.33333,1,0,0,8,14980,27,35,48,20,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
149,1497021,13,11.66667,0,0,0,6,14980,25,37,48,45,2,21,3.57143,1,2.7,3,0,0,14,3,23,23
150,1507001,11.5,12.66667,0,0,0,14,15080,23,25,30,20,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507002,12,9,1,0,0,9,15080,20,31,40,50,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507004,12,11.66667,0,0,0,15,15080,26,37,50,20,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507005,12.5,13.66667,1,0,0,17,15080,27,40,54,40,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507006,9,8.33333,1,0,0,14,15080,19,26,37,30,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507007,13.5,12.33333,0,0,0,13,15080,29,37,40,40,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507008,11,11.33333,1,0,0,8,15080,14,26,34,40,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507009,11.5,13.33333,0,0,0,17,15080,27,28,47,40,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507010,9.5,12,0,0,1,11,15080,19,26,33,40,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507011,12,7,1,0,1,13,15080,23,35,43,10,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507012,12.5,15,1,0,0,19,15080,27,39,53,40,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507013,10,12.66667,0,0,0,12,15080,20,29,36,20,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507014,12.5,11,1,0,0,16,15080,27,37,49,30,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507015,13,12.33333,1,0,0,16,15080,27,33,54,50,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507016,12,8.33333,1,0,0,10,15080,21,34,45,40,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507017,13.5,12.33333,1,0,0,12,15080,20,36,41,50,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507018,10.5,9.66667,1,0,1,4,15080,8,30,35,20,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507019,10.5,10.33333,0,0,0,13,15080,24,32,34,40,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507020,10.5,10,0,0,0,6,15080,21,23,30,40,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507021,12.5,11.33333,1,0,0,11,15080,23,36,41,50,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507024,9.5,8.33333,1,0,0,13,15080,5,29,37,30,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507025,12.5,10.33333,1,0,0,12,15080,26,28,46,30,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507026,11.5,9.33333,0,0,0,15,15080,24,30,43,30,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507027,12,12,0,0,0,12,15080,13,20,30,20,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
150,1507028,11.5,11.33333,0,0,1,9,15080,15,24,39,10,1,24,3.28571,1,2.4,2.5,0,10,26,3,30,30
151,1517002,11,12,1,0,1,12,15180,23,28,40,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517003,10,11.33333,0,0,0,10,15180,19,28,25,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517004,11,10.66667,1,0,0,8,15180,21,33,38,30,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517005,10,12,0,0,0,7,15180,15,29,34,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517006,12.5,13,0,0,0,13,15180,27,22,37,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517007,7,9.33333,1,0,0,12,15180,14,16,33,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517008,10,14,0,0,0,7,15180,26,29,39,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517010,11.5,14.33333,1,0,0,12,15180,19,36,34,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517011,12,13,0,0,0,11,15180,27,41,49,47,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517012,13,13.33333,1,0,0,15,15180,20,37,46,23,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517013,9.5,7.33333,0,0,0,8,15180,17,28,37,47,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517014,8.5,10.66667,0,0,0,14,15180,18,32,37,33,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517015,12.5,9.66667,1,0,0,9,15180,16,33,43,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517016,12,9.33333,1,0,0,8,15180,25,23,47,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517017,10.5,12.33333,0,0,0,10,15180,23,27,38,47,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517018,10,7.66667,0,0,1,7,15180,7,14,28,17,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517019,11.5,7.66667,1,0,0,8,15180,6,34,42,23,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517020,10.5,12,1,0,0,11,15180,11,33,43,23,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517021,7.5,5.66667,1,0,0,8,15180,14,31,34,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517022,10,8,1,0,0,10,15180,9,29,31,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517023,16,14.33333,0,0,0,20,15180,29,43,51,40,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517024,12,11.66667,0,0,0,12,15180,23,31,38,23,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
151,1517025,7.5,7.66667,1,0,1,8,15180,13,28,34,20,2,22,3.14286,1,1.8,1.83333,0,0,12,2.33333,24,24
152,1527001,13.5,9.33333,1,0,0,14,15280,25,33,49,30,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527002,15,12.66667,1,0,0,16,15280,28,38,52,50,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527003,11,10.66667,0,0,0,15,15280,26,33,46,40,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527004,12,12.66667,1,0,0,10,15280,23,30,40,30,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527005,14.5,13.66667,1,0,0,12,15280,27,41,49,37,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527006,11.5,10.33333,0,0,0,14,15280,24,35,40,47,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527007,12,9.33333,0,0,1,9,15280,27,36,49,43,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527008,11.5,12.33333,1,0,0,15,15280,27,38,54,40,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527009,13,15.33333,1,0,0,15,15280,28,41,51,30,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527010,13.5,14,1,0,0,19,15280,29,40,56,43,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527011,12.5,12.33333,1,0,0,15,15280,29,38,54,47,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527012,12.5,12.33333,1,0,0,11,15280,28,33,52,47,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527013,12,8,0,0,0,11,15280,15,23,39,30,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527014,10,12.33333,1,0,0,15,15280,27,29,47,43,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527015,11.5,12.33333,0,0,0,8,15280,18,38,38,47,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527016,12,12.33333,1,0,0,13,15280,27,42,52,37,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
152,1527017,12.5,12.33333,0,0,0,13,15280,29,32,48,43,2,28,3,1,1.5,1.66667,0,0,13,3.66667,17,17
155,1557001,10,10.66667,0,0,0,9,15580,11,28,34,30,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557002,11,12,0,0,1,8,15580,17,38,39,33,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557003,9,13,0,0,0,5,15580,16,26,40,40,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557004,13,9.66667,1,0,0,14,15580,22,39,51,40,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557005,13,9,1,0,0,12,15580,21,42,54,40,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557006,13.5,14.66667,0,0,0,10,15580,27,37,51,30,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557007,13,9.66667,0,0,0,15,15580,24,38,51,25,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557008,13.5,15,0,0,0,15,15580,27,44,54,30,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557009,10,12.66667,1,0,0,8,15580,24,37,49,27,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557010,12,13.66667,1,0,0,12,15580,21,33,42,35,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557011,15,14.66667,1,0,0,13,15580,25,44,55,40,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557012,10.5,12,1,0,1,9,15580,17,30,42,23,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557013,12,10.33333,1,0,0,15,15580,27,34,54,33,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557014,8,7.33333,0,0,0,7,15580,22,12,29,17,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557015,12.5,11.66667,1,0,0,11,15580,23,35,35,50,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557016,14,10.33333,1,0,0,12,15580,25,34,50,50,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557017,12,13.33333,0,0,0,11,15580,26,31,37,30,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557018,11.5,13,0,0,0,6,15580,22,26,40,33,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557019,11,11.66667,1,0,0,14,15580,19,40,52,30,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557020,14,12.33333,1,0,0,18,15580,28,39,52,37,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557021,12,13.33333,1,0,0,10,15580,19,32,41,33,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557022,15,15,0,0,0,16,15580,30,44,51,23,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557023,11.5,12.33333,0,0,0,12,15580,20,32,45,43,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557025,12,11.33333,0,0,0,5,15580,7,31,40,37,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557026,11,12,1,0,1,11,15580,11,29,34,30,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557027,12.5,11.33333,1,0,0,11,15580,18,29,38,40,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557028,10.5,9,1,0,0,12,15580,23,38,47,20,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557029,11,9.66667,0,0,0,16,15580,25,26,34,20,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557030,9,9.33333,1,0,1,8,15580,21,23,23,23,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557031,8.5,12,0,0,0,15,15580,24,39,34,40,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557033,12.5,14,0,0,0,13,15580,21,40,51,40,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557034,10.5,14,0,0,0,14,15580,27,30,47,37,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
155,1557035,13,13.33333,1,0,0,15,15580,27,34,50,30,2,21,3.71429,1,2.5,2.16667,0,0,16,2.66667,34,34
156,1567001,14,10.33333,1,0,0,15,15680,19,44,47,23,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
156,1567002,11,12.33333,0,0,0,12,15680,24,33,38,48,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
156,1567003,11.5,15,0,0,0,12,15680,23,34,49,30,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
156,1567004,10,12.66667,0,0,0,15,15680,16,27,29,28,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
156,1567005,11.5,12.66667,0,0,0,5,15680,16,40,38,28,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
156,1567006,14,15.66667,0,0,0,17,15680,26,42,48,23,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
156,1567007,12,13,0,0,0,15,15680,21,31,25,20,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
156,1567008,7,10,1,0,0,11,15680,17,25,31,10,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
156,1567009,12.5,12.33333,0,0,1,9,15680,11,30,45,18,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
156,1567010,8,10.33333,0,0,1,8,15680,11,23,31,10,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
156,1567011,12,8.33333,0,0,0,6,15680,9,26,40,10,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
156,1567012,13.5,15,0,0,0,18,15680,29,38,47,20,1,15,3.57143,1,2.1,2.16667,1,10,20,2.33333,39,16
159,1597001,12,13.33333,1,0,0,13,15980,27,39,49,25,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597002,13,11,0,0,0,15,15980,27,38,50,30,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597003,11,12.66667,0,0,1,20,15980,30,32,48,37,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597004,12.5,12.66667,0,0,0,13,15980,23,37,41,20,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597005,10,11.33333,0,0,0,11,15980,24,36,42,35,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597006,12.5,10.66667,1,0,0,18,15980,27,39,54,38,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597007,12,14.33333,1,0,0,15,15980,27,42,42,35,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597008,9.5,9.66667,1,0,1,12,15980,20,27,32,23,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597009,16.5,10.66667,0,0,0,18,15980,27,41,51,20,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597010,10.5,12.33333,0,0,1,13,15980,20,14,34,20,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597011,14,13.66667,0,0,0,11,15980,24,37,38,20,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597012,11,11.66667,0,0,0,12,15980,17,33,32,33,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597013,10.5,13,0,0,1,14,15980,20,31,21,30,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597014,11.5,9.33333,1,0,0,11,15980,21,38,46,23,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597015,12,15,0,1,0,13,15980,21,36,44,10,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597017,11.5,14.66667,1,0,0,16,15980,21,34,43,23,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597018,10,12.66667,1,0,0,14,15980,27,38,46,23,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597019,14,12.66667,1,0,0,16,15980,28,47,57,40,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597020,12,10.66667,1,0,0,17,15980,24,43,44,40,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597021,11,11.33333,0,0,0,13,15980,29,38,50,45,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597022,14,10.66667,0,0,0,12,15980,19,39,43,25,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597024,12.5,10.33333,0,0,0,11,15980,19,36,39,20,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597025,13.5,13.33333,1,0,0,14,15980,26,42,52,30,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597026,13,10,1,0,0,14,15980,15,34,38,30,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597027,12.5,16.66667,1,0,0,17,15980,27,44,51,23,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597028,12.5,7.66667,1,0,0,9,15980,10,31,43,20,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597029,11,8.66667,1,0,0,9,15980,9,32,40,20,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
159,1597030,11.5,10.66667,0,0,0,13,15980,17,33,42,20,2,23,3.57143,1,1.8,1.5,0,3,18,2,33,33
